Sno,Institute Name,State,District,Type,Affiliating University,Program,Level,Course,Acred. Till,Intake
1544,DEFENCE INSTITUTE OF ADVANCED TECHNOLOGY,Maharashtra,PUNE,Deemed to be University(Govt),"Defence Institute of Advanced Technology, Pune",ENGINEERING AND TECHNOLOGY,POST GRADUATE,SENSOR TECHONOLOGY/LEOC,30-06-2021,25
1545,SAGAR INSTITUTE OF RESEARCH TECHNOLOGY,Madhya Pradesh,BHOPAL,Private-Self Financing,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,30-06-2021,120
1546,SAGAR INSTITUTE OF RESEARCH TECHNOLOGY,Madhya Pradesh,BHOPAL,Private-Self Financing,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,MECHANICAL ENGINEERING,30-06-2021,120
1547,JAIPURIA ISNTITUTE OF MANAGEMENT LUCKNOW,Uttar Pradesh,LUCKNOW,Private-Self Financing,Directorate of Technical Education,MANAGEMENT,POST GRADUATE DIPLOMA,PGDM (RETAIL MANAGEMENT),30-06-2022,60
1548,JAIPURIA ISNTITUTE OF MANAGEMENT LUCKNOW,Uttar Pradesh,LUCKNOW,Private-Self Financing,Directorate of Technical Education,MANAGEMENT,POST GRADUATE DIPLOMA,PGDM(FINANCIAL SERVICES),30-06-2022,60
1549,JAIPURIA ISNTITUTE OF MANAGEMENT LUCKNOW,Uttar Pradesh,LUCKNOW,Private-Self Financing,Directorate of Technical Education,MANAGEMENT,POST GRADUATE DIPLOMA,PGDM,30-06-2025,240
1550,G L BAJAJ INSTITUTE OF TECHNOLOGY AND MANAGEMENT,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Private-Self Financing,"Dr. A.P.J. Abdul Kalam Technical University, Uttar Pradesh, Lucknow",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,30-06-2023,300
1551,G L BAJAJ INSTITUTE OF TECHNOLOGY AND MANAGEMENT,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Private-Self Financing,"Dr. A.P.J. Abdul Kalam Technical University, Uttar Pradesh, Lucknow",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,30-06-2022,180
1552,G L BAJAJ INSTITUTE OF TECHNOLOGY AND MANAGEMENT,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Private-Self Financing,"Dr. A.P.J. Abdul Kalam Technical University, Uttar Pradesh, Lucknow",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,MECHANICAL ENGINEERING,30-06-2023,60
1553,G L BAJAJ INSTITUTE OF TECHNOLOGY AND MANAGEMENT,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Private-Self Financing,"Dr. A.P.J. Abdul Kalam Technical University, Uttar Pradesh, Lucknow",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,INFORMATION TECHNOLOGY,30-06-2022,180
1554,G L BAJAJ INSTITUTE OF TECHNOLOGY AND MANAGEMENT,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Private-Self Financing,"Dr. A.P.J. Abdul Kalam Technical University, Uttar Pradesh, Lucknow",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,30-06-2022,60
1555,ARMY INSTITUTE OF TECHNOLOGY,Maharashtra,PUNE,Private-Self Financing,"University of Pune, Pune",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,MECHANICAL ENGINEERING,30-06-2022,60
1556,ARMY INSTITUTE OF TECHNOLOGY,Maharashtra,PUNE,Private-Self Financing,"University of Pune, Pune",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,COMPUTER ENGINEERING,30-06-2022,120
1557,ARMY INSTITUTE OF TECHNOLOGY,Maharashtra,PUNE,Private-Self Financing,"University of Pune, Pune",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,INFORMATION TECHNOLOGY,30-06-2022,60
1558,ARMY INSTITUTE OF TECHNOLOGY,Maharashtra,PUNE,Private-Self Financing,"University of Pune, Pune",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS AND TELECOMMUNICATIONS ENGINEERING,30-06-2022,120
1559,MODERN INSTITUTE OF BUSINESS MANAGEMENT,Maharashtra,PUNE,Private-Self Financing,"University of Pune, Pune",MANAGEMENT,POST GRADUATE,MBA,08-01-2025,180
1560,YASHWANTRAO BHONSALE POLYTECHNIC,Maharashtra,SINDHUDURG,Private-Self Financing,"Maharashtra State Board of Technical Education, Mumbai",ENGINEERING AND TECHNOLOGY,DIPLOMA,MECHANICAL ENGINEERING,30-06-2022,120
1561,YASHWANTRAO BHONSALE POLYTECHNIC,Maharashtra,SINDHUDURG,Private-Self Financing,"Maharashtra State Board of Technical Education, Mumbai",ENGINEERING AND TECHNOLOGY,DIPLOMA,CIVIL ENGINEERING,30-06-2022,60
1562,YASHWANTRAO BHONSALE POLYTECHNIC,Maharashtra,SINDHUDURG,Private-Self Financing,"Maharashtra State Board of Technical Education, Mumbai",ENGINEERING AND TECHNOLOGY,DIPLOMA,ELECTRICAL ENGINEERING,30-06-2022,60
1563,ALI-ALLANA COLLLEGE OF PHARMACY,Maharashtra,NANDURBAR,Private-Self Financing,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",PHARMACY,UNDER GRADUATE,PHARMACY,30-06-2023,100
1564,JAYAWANTRAO SAWANT POLYTECHNIC,Maharashtra,PUNE,Private-Self Financing,"Maharashtra State Board of Technical Education, Mumbai",ENGINEERING AND TECHNOLOGY,DIPLOMA,COMPUTER ENGINEERING,30-06-2022,180
1565,JAYAWANTRAO SAWANT POLYTECHNIC,Maharashtra,PUNE,Private-Self Financing,"Maharashtra State Board of Technical Education, Mumbai",ENGINEERING AND TECHNOLOGY,DIPLOMA,INFORMATION TECHNOLOGY,30-06-2022,60
1566,JAYAWANTRAO SAWANT POLYTECHNIC,Maharashtra,PUNE,Private-Self Financing,"Maharashtra State Board of Technical Education, Mumbai",ENGINEERING AND TECHNOLOGY,DIPLOMA,ELECTRONICS AND TELECOMMUNICATIONS ENGINEERING,30-06-2022,180
1567,JAYAWANTRAO SAWANT POLYTECHNIC,Maharashtra,PUNE,Private-Self Financing,"Maharashtra State Board of Technical Education, Mumbai",ENGINEERING AND TECHNOLOGY,DIPLOMA,MECHANICAL ENGINEERING,30-06-2022,300
1568,JAYAWANTRAO SAWANT POLYTECHNIC,Maharashtra,PUNE,Private-Self Financing,"Maharashtra State Board of Technical Education, Mumbai",ENGINEERING AND TECHNOLOGY,DIPLOMA,CIVIL ENGINEERING,30-06-2022,180
1569,SHRI SANT GAJANAN MAHARAJ COLLEGE OF ENGINEERING,Maharashtra,BULDHANA,Private-Self Financing,"Sant Gadge Baba Amravati University, Amravati",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,30-06-2022,60
1570,SHRI SANT GAJANAN MAHARAJ COLLEGE OF ENGINEERING,Maharashtra,BULDHANA,Private-Self Financing,"Sant Gadge Baba Amravati University, Amravati",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS AND TELECOMMUNICATIONS ENGINEERING,30-06-2022,120
1571,SHRI SANT GAJANAN MAHARAJ COLLEGE OF ENGINEERING,Maharashtra,BULDHANA,Private-Self Financing,"Sant Gadge Baba Amravati University, Amravati",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,MECHANICAL ENGINEERING,30-06-2022,60
1572,SHRI SANT GAJANAN MAHARAJ COLLEGE OF ENGINEERING,Maharashtra,BULDHANA,Private-Self Financing,"Sant Gadge Baba Amravati University, Amravati",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRICAL ENGINEERING (ELECTRONICS AND POWER),30-06-2022,60
1573,JSPM S BHIVRABAI SAWANT POLYTECHNIC,Maharashtra,PUNE,Private-Self Financing,"Maharashtra State Board of Technical Education, Mumbai",ENGINEERING AND TECHNOLOGY,DIPLOMA,CIVIL ENGINEERING,30-06-2023,180
1574,JSPM S BHIVRABAI SAWANT POLYTECHNIC,Maharashtra,PUNE,Private-Self Financing,"Maharashtra State Board of Technical Education, Mumbai",ENGINEERING AND TECHNOLOGY,DIPLOMA,COMPUTER ENGINEERING,30-06-2023,180
1575,JSPM S BHIVRABAI SAWANT POLYTECHNIC,Maharashtra,PUNE,Private-Self Financing,"Maharashtra State Board of Technical Education, Mumbai",ENGINEERING AND TECHNOLOGY,DIPLOMA,ELECTRICAL ENGINEERING,30-06-2023,60
1576,GOVERNMENT POLYTECHNIC YAVATMAL,Maharashtra,YAVATMAL,Government,"Maharashtra State Board of Technical Education, Mumbai",ENGINEERING AND TECHNOLOGY,DIPLOMA,COMPUTER ENGINEERING,30-06-2023,60
1577,DR D Y PATIL COLLEGE OF PHARMACY,Maharashtra,PUNE,Private-Self Financing,"University of Pune, Pune",PHARMACY,UNDER GRADUATE,PHARMACY,30-06-2022,100
1578,PVG S COLLEGE OF ENGINEERING AND TECHNOLOGY AND G K PATE WANI INSTITUTE OF MANAGEMENT,Maharashtra,PUNE,Private-Self Financing,"University of Pune, Pune",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRICAL ENGINEERING,30-06-2022,60
1579,SVERI S COLLEGE OF ENGINEERING POLYTECHNIC PANDHARPUR,Maharashtra,SOLAPUR,Private-Self Financing,"Maharashtra State Board of Technical Education, Mumbai",ENGINEERING AND TECHNOLOGY,DIPLOMA,COMPUTER ENGINEERING,30-06-2022,60
1580,SVERI S COLLEGE OF ENGINEERING POLYTECHNIC PANDHARPUR,Maharashtra,SOLAPUR,Private-Self Financing,"Maharashtra State Board of Technical Education, Mumbai",ENGINEERING AND TECHNOLOGY,DIPLOMA,INFORMATION TECHNOLOGY,30-06-2022,60
1581,SVERI S COLLEGE OF ENGINEERING POLYTECHNIC PANDHARPUR,Maharashtra,SOLAPUR,Private-Self Financing,"Maharashtra State Board of Technical Education, Mumbai",ENGINEERING AND TECHNOLOGY,DIPLOMA,MECHANICAL ENGINEERING,30-06-2022,120
1582,SVERI S COLLEGE OF ENGINEERING POLYTECHNIC PANDHARPUR,Maharashtra,SOLAPUR,Private-Self Financing,"Maharashtra State Board of Technical Education, Mumbai",ENGINEERING AND TECHNOLOGY,DIPLOMA,ELECTRONICS & TELE-COMMUNICATION ENGINEERING,30-06-2022,60
1583,SVERI S COLLEGE OF ENGINEERING POLYTECHNIC PANDHARPUR,Maharashtra,SOLAPUR,Private-Self Financing,"Maharashtra State Board of Technical Education, Mumbai",ENGINEERING AND TECHNOLOGY,DIPLOMA,ELECTRICAL ENGINEERING,30-06-2022,60
1584,VIDYAVARDHINI INSTITUTE OF TECHNOLOGY,Maharashtra,KOLHAPUR,Private-Self Financing,"Maharashtra State Board of Technical Education, Mumbai",ENGINEERING AND TECHNOLOGY,DIPLOMA,COMPUTER ENGINEERING,30-06-2022,60
1585,VIDYAVARDHINI INSTITUTE OF TECHNOLOGY,Maharashtra,KOLHAPUR,Private-Self Financing,"Maharashtra State Board of Technical Education, Mumbai",ENGINEERING AND TECHNOLOGY,DIPLOMA,ELECTRICAL ENGINEERING,30-06-2022,60
1586,JAMSHEDPUR WOMEN S COLLEGE,Jharkhand,EAST SINGHABHUM,Government,"Kolhan University, Chaibasa",MANAGEMENT,POST GRADUATE,MBA(BUSINESS MANAGEMENT),29-10-2022,60
1587,ARASU ENGINEERING COLLEGE,Tamil Nadu,THANJAVUR,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,MECHANICAL ENGINEERING,30-06-2021,96
1588,ARASU ENGINEERING COLLEGE,Tamil Nadu,THANJAVUR,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,30-06-2021,96
1589,ARASU ENGINEERING COLLEGE,Tamil Nadu,THANJAVUR,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,30-06-2021,48
1590,DR D Y PATIL INSTITUTE OF MANAGEMENT RESEARCH,Maharashtra,PUNE,Private-Self Financing,"University of Pune, Pune",MANAGEMENT,POST GRADUATE,MBA,30-06-2022,180
1591,INSTITUTE OF CHEMICAL TECHNOLOGY,Maharashtra,MUMBAI CITY,Deemed to be University(Govt),"Institute of Chemical Technology, Mumbai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,CHEMICAL ENGINEERING,30-06-2022,75
1592,INSTITUTE OF CHEMICAL TECHNOLOGY,Maharashtra,MUMBAI CITY,Deemed to be University(Govt),"Institute of Chemical Technology, Mumbai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,FOOD ENGINEERING AND TECHNOLOGY,30-06-2022,16
1593,INSTITUTE OF CHEMICAL TECHNOLOGY,Maharashtra,MUMBAI CITY,Deemed to be University(Govt),"Institute of Chemical Technology, Mumbai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,FIBRES AND TEXTILES PROCESSING TECHNOLOGY,30-06-2022,34
1594,INSTITUTE OF CHEMICAL TECHNOLOGY,Maharashtra,MUMBAI CITY,Deemed to be University(Govt),"Institute of Chemical Technology, Mumbai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,"OILS, OLEOCHEMICALS AND SURFACTANTS TECHNOLOGY",30-06-2022,16
1595,INSTITUTE OF CHEMICAL TECHNOLOGY,Maharashtra,MUMBAI CITY,Deemed to be University(Govt),"Institute of Chemical Technology, Mumbai",PHARMACY,UNDER GRADUATE,PHARMACY,30-06-2021,30
1596,INSTITUTE OF CHEMICAL TECHNOLOGY,Maharashtra,MUMBAI CITY,Deemed to be University(Govt),"Institute of Chemical Technology, Mumbai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,DYESTUFF TECHNOLOGY,30-06-2022,18
1597,INSTITUTE OF CHEMICAL TECHNOLOGY,Maharashtra,MUMBAI CITY,Deemed to be University(Govt),"Institute of Chemical Technology, Mumbai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,POLYMER ENGINEERING AND TECHNOLOGY,30-06-2022,16
1598,INSTITUTE OF CHEMICAL TECHNOLOGY,Maharashtra,MUMBAI CITY,Deemed to be University(Govt),"Institute of Chemical Technology, Mumbai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,SURFACE COATING TECHNOLOGY,30-06-2022,16
1599,INSTITUTE OF CHEMICAL TECHNOLOGY,Maharashtra,MUMBAI CITY,Deemed to be University(Govt),"Institute of Chemical Technology, Mumbai",ENGINEERING AND TECHNOLOGY,POST GRADUATE,CHEMICAL ENGINEERING,30-06-2021,30
1600,INSTITUTE OF CHEMICAL TECHNOLOGY,Maharashtra,MUMBAI CITY,Deemed to be University(Govt),"Institute of Chemical Technology, Mumbai",ENGINEERING AND TECHNOLOGY,POST GRADUATE,FOOD ENGINEERING AND TECHNOLOGY,30-06-2026,18
1601,INSTITUTE OF CHEMICAL TECHNOLOGY,Maharashtra,MUMBAI CITY,Deemed to be University(Govt),"Institute of Chemical Technology, Mumbai",ENGINEERING AND TECHNOLOGY,POST GRADUATE,"OILS, OLEOCHEMICALS AND SURFACTANTS TECHNOLOGY",30-06-2023,18
1602,INSTITUTE OF CHEMICAL TECHNOLOGY,Maharashtra,MUMBAI CITY,Deemed to be University(Govt),"Institute of Chemical Technology, Mumbai",ENGINEERING AND TECHNOLOGY,POST GRADUATE,PHARMACEUTICAL CHEMISTRY AND TECHNOLOGY,30-06-2026,18
1603,INSTITUTE OF CHEMICAL TECHNOLOGY,Maharashtra,MUMBAI CITY,Deemed to be University(Govt),"Institute of Chemical Technology, Mumbai",ENGINEERING AND TECHNOLOGY,POST GRADUATE,PLASTIC ENGINEERING,30-06-2023,18
1604,INSTITUTE OF CHEMICAL TECHNOLOGY,Maharashtra,MUMBAI CITY,Deemed to be University(Govt),"Institute of Chemical Technology, Mumbai",ENGINEERING AND TECHNOLOGY,POST GRADUATE,BIOPROCESS TECHNOLOGY,30-06-2023,30
1605,INSTITUTE OF CHEMICAL TECHNOLOGY,Maharashtra,MUMBAI CITY,Deemed to be University(Govt),"Institute of Chemical Technology, Mumbai",ENGINEERING AND TECHNOLOGY,POST GRADUATE,FOOD BIOTECHNOLOGY,30-06-2021,10
1606,INSTITUTE OF CHEMICAL TECHNOLOGY,Maharashtra,MUMBAI CITY,Deemed to be University(Govt),"Institute of Chemical Technology, Mumbai",ENGINEERING AND TECHNOLOGY,POST GRADUATE,GREEN TECHNOLOGY,30-06-2021,30
1607,GOKHALE EDUCATION SOCIETY S J D C BYTCO INSTITUTE OF MANAGEMENT STUDIES AND RESEARCH NASHIK-5,Maharashtra,NASHIK,Private-Self Financing,"University of Pune, Pune",MANAGEMENT,POST GRADUATE,MBA,25-09-2023,60
1608,INSTITUTE OF MANAGEMENT STUDIES,Uttar Pradesh,GHAZIABAD,Private-Self Financing,None,MANAGEMENT,POST GRADUATE DIPLOMA,PGDM,30-06-2021,360
1609,VELAMMAL INSTITUTE OF TECHNOLOGY,Tamil Nadu,THIRUVALLUR,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,30-06-2022,30
1610,VELAMMAL INSTITUTE OF TECHNOLOGY,Tamil Nadu,THIRUVALLUR,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS AND COMMUNICATIONS ENGINEERING,30-06-2022,120
1611,VELAMMAL INSTITUTE OF TECHNOLOGY,Tamil Nadu,THIRUVALLUR,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,INFORMATION TECHNOLOGY,30-06-2022,60
1612,VELAMMAL INSTITUTE OF TECHNOLOGY,Tamil Nadu,THIRUVALLUR,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,MECHANICAL ENGINEERING,30-06-2022,60
1613,VELAMMAL INSTITUTE OF TECHNOLOGY,Tamil Nadu,THIRUVALLUR,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,30-06-2022,120
1614,EXCEL ENGINEERING COLLEGE,Tamil Nadu,NAMAKKAL,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,AERONAUTICAL ENGINEERING,30-06-2021,120
1615,EXCEL ENGINEERING COLLEGE,Tamil Nadu,NAMAKKAL,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,30-06-2021,120
1616,EXCEL ENGINEERING COLLEGE,Tamil Nadu,NAMAKKAL,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,30-06-2021,120
1617,EXCEL ENGINEERING COLLEGE,Tamil Nadu,NAMAKKAL,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,MECHANICAL ENGINEERING,30-06-2021,120
1618,GOA INSTITUTE OF MANAGEMENT,Goa,NORTH GOA,Private-Self Financing,None,MANAGEMENT,POST GRADUATE DIPLOMA,PGDM,30-06-2022,300
1619,GOA INSTITUTE OF MANAGEMENT,Goa,NORTH GOA,Private-Self Financing,None,MANAGEMENT,POST GRADUATE DIPLOMA,PGDM(HEALTH CARE MANAGEMENT),30-06-2021,60
1620,SAGAR INSTITUTE OF RESEARCH AND TECHNOLOGY-PHARMACY,Madhya Pradesh,BHOPAL,Private-Self Financing,"Sanjeev Agrawal Global Educational University, Bhopal",PHARMACY,UNDER GRADUATE,PHARMACY,30-06-2021,100
1621,HINDUSTHAN INSTITUTE OF TECHNOLOGY,Tamil Nadu,COIMBATORE,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,AERONAUTICAL ENGINEERING,30-06-2021,60
1622,HINDUSTHAN INSTITUTE OF TECHNOLOGY,Tamil Nadu,COIMBATORE,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,30-06-2021,120
1623,HINDUSTHAN INSTITUTE OF TECHNOLOGY,Tamil Nadu,COIMBATORE,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,30-06-2021,120
1624,HINDUSTHAN INSTITUTE OF TECHNOLOGY,Tamil Nadu,COIMBATORE,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,MECHANICAL ENGINEERING,30-06-2021,60
1625,ST JOSEPH S COLLEGE OF ENGINEERING,Tamil Nadu,KANCHIPURAM,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,30-06-2021,180
1626,ST JOSEPH S COLLEGE OF ENGINEERING,Tamil Nadu,KANCHIPURAM,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,30-06-2022,180
1627,ST JOSEPH S COLLEGE OF ENGINEERING,Tamil Nadu,KANCHIPURAM,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,30-06-2021,180
1628,ST JOSEPH S COLLEGE OF ENGINEERING,Tamil Nadu,KANCHIPURAM,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS AND INSTRUMENTATION ENGINEERING,30-06-2022,60
1629,ST JOSEPH S COLLEGE OF ENGINEERING,Tamil Nadu,KANCHIPURAM,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,INFORMATION TECHNOLOGY,30-06-2022,180
1630,ST JOSEPH S COLLEGE OF ENGINEERING,Tamil Nadu,KANCHIPURAM,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,MECHANICAL ENGINEERING,30-06-2022,180
1631,ST JOSEPH S COLLEGE OF ENGINEERING,Tamil Nadu,KANCHIPURAM,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,BIOTECHNOLOGY,30-06-2022,60
1632,ST JOSEPH S COLLEGE OF ENGINEERING,Tamil Nadu,KANCHIPURAM,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,CHEMICAL ENGINEERING,30-06-2022,60
1633,THE BUSINESS SCHOOL,Jammu and Kashmir,JAMMU,State Government University,"Jammu University , Jammu Tawi",MANAGEMENT,POST GRADUATE,MBA,30-06-2022,60
1634,GAYATRI VIDYA PARISHAD COLLEGE OF ENGINEERING FOR WOMEN,Andhra Pradesh,VISHAKHAPATNAM,Private-Self Financing,"Jawaharlal Nehru Technological University, Kakinada",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,30-06-2022,120
1635,GAYATRI VIDYA PARISHAD COLLEGE OF ENGINEERING FOR WOMEN,Andhra Pradesh,VISHAKHAPATNAM,Private-Self Financing,"Jawaharlal Nehru Technological University, Kakinada",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,30-06-2022,120
1636,GAYATRI VIDYA PARISHAD COLLEGE OF ENGINEERING FOR WOMEN,Andhra Pradesh,VISHAKHAPATNAM,Private-Self Financing,"Jawaharlal Nehru Technological University, Kakinada",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,INFORMATION TECHNOLOGY,30-06-2022,60
1637,XLRI - XAVIER SCHOOL OF MANAGEMENT,Jharkhand,EAST SINGHABHUM,Private-Self Financing,None,MANAGEMENT,POST GRADUATE DIPLOMA,PGDM(HUMAN RESOURCE MANAGEMENT),30-06-2021,180
1638,XLRI - XAVIER SCHOOL OF MANAGEMENT,Jharkhand,EAST SINGHABHUM,Private-Self Financing,None,MANAGEMENT,POST GRADUATE DIPLOMA,PGDM(BUSINESS MANAGEMENT),30-06-2021,300
1639,XLRI - XAVIER SCHOOL OF MANAGEMENT,Jharkhand,EAST SINGHABHUM,Private-Self Financing,None,MANAGEMENT,POST GRADUATE DIPLOMA,PGDM(EXECUTIVE),30-06-2021,120
1640,ST THOMAS COLLEGE OF ENGINEERING TECHNOLOGY,West Bengal,KOLKATA,Private-Self Financing,"Maulana Abul Kalam Azad University of Technology, West Bengal",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,30-06-2022,60
1641,ST THOMAS COLLEGE OF ENGINEERING TECHNOLOGY,West Bengal,KOLKATA,Private-Self Financing,"Maulana Abul Kalam Azad University of Technology, West Bengal",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,INFORMATION TECHNOLOGY,30-06-2022,60
1642,ST THOMAS COLLEGE OF ENGINEERING TECHNOLOGY,West Bengal,KOLKATA,Private-Self Financing,"Maulana Abul Kalam Azad University of Technology, West Bengal",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,30-06-2022,60
1643,ST THOMAS COLLEGE OF ENGINEERING TECHNOLOGY,West Bengal,KOLKATA,Private-Self Financing,"Maulana Abul Kalam Azad University of Technology, West Bengal",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRICAL ENGINEERING,30-06-2022,60
1644,R M D ENGINEERING COLLEGE,Tamil Nadu,THIRUVALLUR,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,30-06-2023,180
1645,R M D ENGINEERING COLLEGE,Tamil Nadu,THIRUVALLUR,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,30-06-2023,180
1646,R M D ENGINEERING COLLEGE,Tamil Nadu,THIRUVALLUR,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,INFORMATION TECHNOLOGY,30-06-2023,60
1647,SRI VENKATESWARA COLLEGE OF ENGINEERING,Tamil Nadu,KANCHIPURAM,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,AUTOMOBILE ENGINEERING,30-06-2021,30
1648,SRI VENKATESWARA COLLEGE OF ENGINEERING,Tamil Nadu,KANCHIPURAM,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,CHEMICAL ENGINEERING,30-06-2021,90
1649,SRI VENKATESWARA COLLEGE OF ENGINEERING,Tamil Nadu,KANCHIPURAM,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,30-06-2021,120
1650,SRI VENKATESWARA COLLEGE OF ENGINEERING,Tamil Nadu,KANCHIPURAM,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,30-06-2021,180
